x y theta v w
-0.818938 -4.41523 2.02101 0.264841 -0.187903
-0.829881 -4.39188 2.00238 0.267219 -0.187391
-0.8406 -4.36786 1.98255 0.270128 -0.184868
-0.85088 -4.34364 1.96562 0.272796 -0.179936
-0.860822 -4.31899 1.94775 0.275711 -0.179323
-0.870422 -4.29391 1.9287 0.278766 -0.176734
-0.879773 -4.26814 1.91116 0.281977 -0.171734
-0.888773 -4.24192 1.89412 0.284708 -0.168815
-0.897324 -4.21556 1.87862 0.287446 -0.1663
-0.905522 -4.18878 1.86075 0.290595 -0.165862
-0.91352 -4.16102 1.84431 0.293963 -0.161063
-0.920993 -4.13341 1.82959 0.296408 -0.158267
-0.928096 -4.10541 1.81389 0.299681 -0.157852
-0.934832 -4.07701 1.79698 0.303118 -0.155365
-0.941261 -4.0479 1.7817 0.306688 -0.150441
-0.947253 -4.01867 1.76799 0.309756 -0.147825
-0.952929 -3.98872 1.75193 0.313213 -0.147411
-0.958168 -3.95868 1.7387 0.316372 -0.142644
-0.963074 -3.92795 1.72313 0.319881 -0.142213
-0.967547 -3.89713 1.7104 0.323109 -0.137448
